symbol,entry_time,exit_time,entry_price,exit_price,exit_pnl_pct,peak_pnl_pct,trough_pnl_pct,exit_reason,exit_reason_cat,n_portfolios,total_minutes_held,minutes_to_peak,live_config_id
BR,2026-03-06T14:59:27.624163+00:00,2026-03-06T18:26:00.553862+00:00,191.08,194.02499389648438,1.5412,1.7296,-0.5914,signal,vdd_signal,1,186,61,lc_ab8aa7f25745
MRVL,2026-03-06T15:00:15.151396+00:00,2026-03-09T18:17:01.466966+00:00,87.54,90.52729797363281,3.4125,6.5456,-3.7583,signal,vdd_signal,1,1167,197,lc_ab8aa7f25745
CAG,2026-03-06T15:16:22.475239+00:00,2026-03-06T19:21:04.249737+00:00,18.435,18.899999618530273,2.5224,2.6309,0.0,signal,vdd_signal,2,244,242,lc_ab8aa7f25745
COO,2026-03-06T15:18:50.213130+00:00,2026-03-06T17:27:02.644147+00:00,76.43,77.9000015258789,1.9233,1.9757,-0.2748,signal,vdd_signal,2,128,100,lc_ab8aa7f25745
BP,2026-03-06T16:09:06.646214+00:00,2026-03-09T13:36:39.031535+00:00,40.085,40.630001068115234,1.3596,2.9063,-0.3742,signal,vdd_signal,2,735,659,lc_4eba845ea079
LMT,2026-03-06T16:10:45.089126+00:00,2026-03-10T15:14:55.029825+00:00,664.52,657.9500122070312,-0.9887,3.7305,-2.483,signal,vdd_signal,1,1947,528,lc_3aec6a88deb8
LHX,2026-03-06T16:13:20.427813+00:00,2026-03-06T18:12:54.658550+00:00,360.5092,363.0198974609375,0.6964,0.849,-0.1385,signal,vdd_signal,1,117,117,lc_3aec6a88deb8
ONDS,2026-03-06T16:13:26.536441+00:00,2026-03-06T19:59:12.827526+00:00,10.7201,10.184095,-5.0,2.6474,-4.9598,guard_stop,guard_stop,1,225,138,lc_3aec6a88deb8
SBR,2026-03-06T16:19:09.349964+00:00,2026-03-11T18:28:22.311270+00:00,73.0,74.94000244140625,2.6575,3.4247,-0.6849,signal,vdd_signal,1,288,165,lc_3aec6a88deb8
NUTX,2026-03-06T16:43:20.792176+00:00,2026-03-06T20:34:00.978373+00:00,94.505,89.77974999999999,-5.0,0.1852,-4.7511,guard_stop,guard_stop,4,173,0,lc_4eba845ea079
GAP,2026-03-06T16:45:28.205653+00:00,2026-03-06T19:21:09.599309+00:00,23.715,23.760000228881836,0.1898,0.506,-1.2229,signal,vdd_signal,4,155,132,lc_4eba845ea079
GWRE,2026-03-06T16:46:11.797814+00:00,2026-03-06T18:26:10.207164+00:00,167.065,168.5500030517578,0.8889,1.3797,-0.7668,signal,vdd_signal,2,96,95,lc_ffe3568bd65c
JD,2026-03-06T16:58:32.068722+00:00,2026-03-09T16:46:29.975949+00:00,27.02,27.399999618530273,1.4064,1.4064,-2.0355,signal,vdd_signal,3,856,776,lc_ffe3568bd65c
AEP,2026-03-06T17:07:01.306815+00:00,2026-03-06T20:01:58.758698+00:00,130.61,132.61000061035156,1.5313,1.5236,0.0459,signal,vdd_signal,3,172,152,lc_ffe3568bd65c
DAWN,2026-03-06T17:11:14.723986+00:00,2026-03-06T19:21:14.508793+00:00,21.175,21.200000762939453,0.1181,0.1181,-0.1181,signal,vdd_signal,4,129,83,lc_ffe3568bd65c
MMED,2026-03-06T17:13:38.301123+00:00,2026-03-06T20:55:50.963801+00:00,19.55,18.5725,-5.0,2.3018,-6.266,guard_stop,guard_stop,3,221,9,lc_4eba845ea079
DKNG,2026-03-06T17:15:05.634937+00:00,2026-03-09T16:08:30.561827+00:00,24.9701,24.860000610351562,-0.4409,1.3212,-3.3644,signal,vdd_signal,4,503,257,lc_ffe3568bd65c
MDT,2026-03-06T17:15:44.099142+00:00,2026-03-06T19:21:19.389700+00:00,90.75,91.12000274658203,0.4077,0.4077,-0.1873,signal,vdd_signal,4,125,116,lc_ffe3568bd65c
DIS,2026-03-06T17:17:10.180737+00:00,2026-03-06T20:02:03.389018+00:00,100.77,101.08999633789062,0.3176,0.5656,-0.1985,signal,vdd_signal,4,164,163,lc_ffe3568bd65c
COST,2026-03-06T17:18:05.182674+00:00,2026-03-09T16:08:32.248653+00:00,993.4087,1000.47998046875,0.7118,1.1779,-0.6391,signal,vdd_signal,4,718,666,lc_ffe3568bd65c
COST,2026-03-06T17:22:09.781980+00:00,2026-03-06T17:44:04.353025+00:00,996.88,996.88,0.0,0.0722,-0.2207,duplicate_symbol_cleanup,cleanup,4,21,0,lc_ffe3568bd65c
FDX,2026-03-06T17:24:09.223280+00:00,2026-03-09T16:08:33.985657+00:00,357.4,351.0299987792969,-1.7823,0.5288,-4.7538,signal,vdd_signal,4,541,211,lc_ffe3568bd65c
AVGO,2026-03-06T17:42:51.135132+00:00,2026-03-09T16:08:35.853988+00:00,337.29,332.55999755859375,-1.4024,1.813,-5.1884,signal,vdd_signal,6,881,878,lc_4eba845ea079
CAC,2026-03-06T17:48:14.323640+00:00,2026-03-09T17:24:25.466584+00:00,45.23,45.23,0.0,1.8351,-2.4762,reconcile_no_alpaca_position,reconcile,2,97,46,lc_5f4d69488fc0
AQN,2026-03-06T17:48:52.769118+00:00,2026-03-09T16:08:40.621207+00:00,6.15,6.159999847412109,0.1626,1.7886,-2.4195,signal,vdd_signal,2,426,418,lc_ffe3568bd65c
MEOH,2026-03-06T17:50:28.838295+00:00,2026-03-10T18:38:46.591271+00:00,50.955,50.630001068115234,-0.6378,7.9798,-3.768,signal,vdd_signal,4,898,307,lc_ffe3568bd65c
DTI,2026-03-06T18:36:00.092708+00:00,2026-03-10T13:31:01.076290+00:00,3.64,3.92,7.6923,8.7912,-3.2967,signal,vdd_signal,2,260,259,lc_ffe3568bd65c
OLP,2026-03-06T18:38:20.001461+00:00,2026-03-09T19:29:53.555542+00:00,23.44,23.420000076293945,-0.0853,1.4932,-2.0798,signal,vdd_signal,5,156,20,lc_ab8aa7f25745
OMDA,2026-03-06T18:44:58.963825+00:00,2026-03-10T14:28:12.882647+00:00,13.905,14.5600004196167,4.7105,15.0665,-6.5085,signal,vdd_signal,3,669,590,lc_ab8aa7f25745
OMDA,2026-03-06T18:45:00.779189+00:00,2026-03-09T16:08:17.879833+00:00,13.93,13.93,0.0,7.5377,-2.369,reconcile_no_alpaca_position,reconcile,2,346,214,lc_7f825dbe311c
DSX,2026-03-06T18:50:16.960596+00:00,2026-03-09T16:08:46.152023+00:00,2.385,2.3949999809265137,0.4193,6.7086,-3.5639,signal,vdd_signal,2,307,306,lc_ffe3568bd65c
WFC,2026-03-06T19:03:13.715349+00:00,2026-03-09T16:08:46.814130+00:00,80.17,77.5999984741211,-3.2057,0.5613,-3.9292,signal,vdd_signal,3,475,158,lc_ab8aa7f25745
DUOL,2026-03-06T19:03:40.634414+00:00,2026-03-09T16:08:17.715552+00:00,100.03,100.03,0.0,4.3487,-1.5295,reconcile_no_alpaca_position,reconcile,2,512,477,lc_7f825dbe311c
KKR,2026-03-06T19:23:05.234071+00:00,2026-03-09T19:20:38.393003+00:00,91.56,89.55999755859375,-2.1844,0.7754,-4.893,signal,vdd_signal,4,597,109,lc_4eba845ea079
MA,2026-03-06T19:23:38.541660+00:00,2026-03-09T16:38:26.202676+00:00,516.42,512.89501953125,-0.6826,1.2742,-1.3671,signal,vdd_signal,4,470,133,lc_4eba845ea079
SOFI,2026-03-06T19:25:04.220347+00:00,2026-03-09T13:34:10.416299+00:00,19.05,18.0975,-5.0,0.9449,-5.9843,guard_stop,guard_stop,2,858,10,lc_7f825dbe311c
WBD,2026-03-06T19:28:15.095035+00:00,2026-03-09T17:24:25.570725+00:00,27.9,27.9,0.0,0.2832,-0.8961,reconcile_no_alpaca_position,reconcile,2,456,36,lc_7f825dbe311c
HURC,2026-03-06T19:30:10.668802+00:00,2026-03-09T16:08:17.272177+00:00,15.69,15.69,0.0,3.1141,-2.8681,reconcile_no_alpaca_position,reconcile,1,45,32,lc_7f825dbe311c
MSFT,2026-03-06T19:32:48.831919+00:00,2026-03-09T16:08:53.857354+00:00,410.23,408.0,-0.5436,0.2974,-2.3865,signal,vdd_signal,2,801,30,lc_7f825dbe311c
NVDA,2026-03-06T19:38:13.073005+00:00,2026-03-09T18:24:09.770994+00:00,180.067479,180.11000061035156,0.0236,0.3846,-3.4306,signal,vdd_signal,2,945,837,lc_7f825dbe311c
AMD,2026-03-06T19:41:13.935498+00:00,2026-03-09T16:08:57.455312+00:00,195.95,193.24000549316406,-1.383,0.3474,-5.5882,signal,vdd_signal,1,1035,1034,lc_a45bcdf03acb
KEY,2026-03-06T20:06:03.854368+00:00,2026-03-09T16:08:17.776860+00:00,19.9,19.9,0.0,0.0251,-4.5729,reconcile_no_alpaca_position,reconcile,2,284,0,lc_7f825dbe311c
FBNC,2026-03-06T20:06:15.586783+00:00,2026-03-09T16:08:17.522568+00:00,56.15,56.15,0.0,0.0178,-4.6839,reconcile_no_alpaca_position,reconcile,1,108,15,lc_7f825dbe311c
OKTA,2026-03-06T21:01:23.150140+00:00,2026-03-09T16:16:58.504828+00:00,80.72,80.48999786376953,-0.2849,0.3593,-3.3573,signal,vdd_signal,3,285,27,lc_4eba845ea079
SPRY,2026-03-09T13:33:14.838337+00:00,2026-03-09T14:04:52.339213+00:00,9.25,8.7875,-5.0,1.8378,-5.7297,guard_stop,guard_stop,1,29,0,lc_4eba845ea079
KFY,2026-03-09T13:33:33.341221+00:00,2026-03-09T17:20:07.169995+00:00,63.36,61.66999816894531,-2.6673,-2.178,-4.2298,signal,vdd_signal,3,152,63,lc_4eba845ea079
CGNX,2026-03-09T13:33:35.732178+00:00,2026-03-09T16:44:39.887535+00:00,48.92,49.599998474121094,1.39,1.9828,-1.2674,signal,vdd_signal,3,185,87,lc_4eba845ea079
SBET,2026-03-09T13:35:21.707179+00:00,2026-03-09T16:09:02.900065+00:00,7.54,7.480000019073486,-0.7958,0.3316,-2.8515,signal,vdd_signal,1,153,14,lc_4eba845ea079
HRTG,2026-03-09T13:35:28.084298+00:00,2026-03-09T14:14:37.722288+00:00,28.13,26.723499999999998,-5.0,0.4266,-4.8845,guard_stop,guard_stop,4,30,6,lc_4eba845ea079
DDD,2026-03-09T13:35:32.831664+00:00,2026-03-09T13:49:28.198577+00:00,2.33,2.2135,-5.0,0.2146,-3.4335,guard_stop,guard_stop,1,13,0,lc_4eba845ea079
HIMS,2026-03-09T13:39:01.945512+00:00,2026-03-09T19:18:15.250491+00:00,21.22,22.47800064086914,5.9284,6.2582,-0.754,signal,vdd_signal,5,338,4,lc_4eba845ea079
MSFT,2026-03-09T13:39:16.576274+00:00,2026-03-09T15:26:37.294387+00:00,405.065,405.54,0.1173,0.9986,-0.3666,signal,vdd_signal,3,106,103,lc_ab8aa7f25745
TEX,2026-03-09T13:42:18.946569+00:00,2026-03-09T18:35:45.648901+00:00,60.225,59.93000030517578,-0.4898,0.0415,-2.8975,signal,vdd_signal,2,282,182,lc_a22666d3a424
TGNA,2026-03-09T13:42:22.341710+00:00,2026-03-09T19:22:58.160612+00:00,20.565,20.895000457763672,1.6047,1.7749,-0.3161,signal,vdd_signal,2,331,217,lc_a22666d3a424
IOSP,2026-03-09T13:42:52.610240+00:00,2026-03-09T19:34:25.087021+00:00,70.255,71.53500366210938,1.8219,1.8219,-1.459,signal,vdd_signal,2,143,143,lc_a22666d3a424
NXST,2026-03-09T13:44:32.078085+00:00,2026-03-09T16:08:17.669020+00:00,242.93,242.93,0.0,-0.5598,-2.3916,reconcile_no_alpaca_position,reconcile,1,55,19,lc_280681de3747
SNDR,2026-03-09T13:44:41.994249+00:00,2026-03-10T14:49:52.644104+00:00,24.87,26.0,4.5436,4.7447,-1.1259,signal,vdd_signal,2,404,404,lc_a22666d3a424
MU,2026-03-09T13:45:11.555118+00:00,2026-03-09T16:08:18.091575+00:00,359.53,359.53,0.0,5.6262,-0.4033,reconcile_no_alpaca_position,reconcile,1,142,141,lc_280681de3747
PCG,2026-03-09T13:47:08.738664+00:00,2026-03-10T17:05:25.161470+00:00,18.015,18.364999771118164,1.9428,1.9428,-0.6384,signal,vdd_signal,2,678,614,lc_a22666d3a424
BETA,2026-03-09T13:47:52.596904+00:00,2026-03-09T16:36:42.289813+00:00,18.77,19.209999084472656,2.3442,3.1966,-1.4912,signal,vdd_signal,2,155,154,lc_a22666d3a424
BMNR,2026-03-09T13:49:16.425149+00:00,2026-03-09T16:09:13.241880+00:00,19.66,19.885000228881836,1.1445,1.1445,-1.5514,signal,vdd_signal,2,139,137,lc_a22666d3a424
VGZ,2026-03-09T13:49:31.863088+00:00,2026-03-09T17:34:05.992649+00:00,2.35,2.319999933242798,-1.2766,0.2128,-4.217,signal,vdd_signal,1,180,0,lc_4eba845ea079
MSTR,2026-03-09T13:51:18.963914+00:00,2026-03-09T17:24:25.611752+00:00,137.04,137.04,0.0,1.6127,-1.204,reconcile_no_alpaca_position,reconcile,1,212,94,lc_280681de3747
DOW,2026-03-09T13:55:34.157599+00:00,2026-03-09T16:36:45.374986+00:00,34.92,35.45800018310547,1.5407,1.5879,-1.0023,signal,vdd_signal,2,160,74,lc_a22666d3a424
RCAT,2026-03-09T13:56:31.197226+00:00,2026-03-09T14:10:11.956021+00:00,15.35,14.5825,-5.0,0.0977,-5.798,guard_stop,guard_stop,2,13,4,lc_a22666d3a424
LYB,2026-03-09T13:58:22.707479+00:00,2026-03-09T16:38:45.332500+00:00,68.615,68.79000091552734,0.255,0.736,-2.1788,signal,vdd_signal,2,159,63,lc_a22666d3a424
WBD,2026-03-09T13:58:36.364093+00:00,2026-03-09T19:04:00.306558+00:00,27.825,27.780000686645508,-0.1617,0.1078,-0.2695,signal,vdd_signal,2,305,84,lc_a22666d3a424
QURE,2026-03-09T14:01:18.919242+00:00,2026-03-09T14:12:38.429033+00:00,17.49,16.615499999999997,-5.0,-0.3431,-5.0886,guard_stop,guard_stop,2,10,4,lc_a22666d3a424
GEV,2026-03-09T14:03:11.497336+00:00,2026-03-11T14:02:15.979694+00:00,796.43,848.3499755859375,6.5191,7.0191,-0.361,signal,vdd_signal,2,1698,1158,lc_a22666d3a424
ICE,2026-03-09T14:03:59.552492+00:00,2026-03-09T18:35:52.085181+00:00,163.685,165.7075958251953,1.2357,1.3838,-0.6323,signal,vdd_signal,2,268,167,lc_a22666d3a424
PROF,2026-03-09T14:05:35.314569+00:00,2026-03-10T15:10:26.283298+00:00,4.95,5.554699897766113,12.2162,14.5455,-2.8283,signal,vdd_signal,1,376,98,lc_4eba845ea079
XENE,2026-03-09T14:12:47.152638+00:00,2026-03-09T19:39:06.741402+00:00,59.31,62.07749938964844,4.6662,5.6146,-0.5225,signal,vdd_signal,2,325,154,lc_a22666d3a424
UBER,2026-03-09T14:13:43.718335+00:00,2026-03-09T16:09:20.264201+00:00,72.22,73.55999755859375,1.8554,1.9143,-0.1246,signal,vdd_signal,2,115,115,lc_a22666d3a424
UHS,2026-03-09T14:31:27.531673+00:00,2026-03-10T13:31:08.290119+00:00,182.19,191.02499389648438,4.8493,4.8493,0.1894,signal,vdd_signal,7,325,324,lc_4eba845ea079
PSTG,2026-03-09T14:34:55.008142+00:00,2026-03-09T18:24:26.877561+00:00,60.965,62.0099983215332,1.7141,1.9847,0.3937,signal,vdd_signal,2,226,51,lc_d58c66d24787
EIX,2026-03-09T14:35:39.959683+00:00,2026-03-10T17:09:43.579539+00:00,69.27,71.80000305175781,3.6524,3.7679,-0.1444,signal,vdd_signal,2,637,547,lc_d58c66d24787
UTHR,2026-03-09T14:44:13.965709+00:00,2026-03-09T18:31:14.765819+00:00,512.07,518.5900268554688,1.2733,2.5192,-0.3261,signal,vdd_signal,2,170,73,lc_d58c66d24787
SPRB,2026-03-09T14:45:40.355418+00:00,2026-03-09T16:08:17.353083+00:00,56.59,56.59,0.0,12.458,-0.9631,reconcile_no_alpaca_position,reconcile,1,21,17,lc_502c2e63f56b
LLY,2026-03-09T14:52:39.439091+00:00,2026-03-10T15:12:47.869918+00:00,993.851,1004.77197265625,1.0989,2.0646,-0.0514,signal,vdd_signal,2,830,571,lc_d58c66d24787
EDIT,2026-03-09T14:58:29.609940+00:00,2026-03-09T17:22:48.741297+00:00,2.425,2.3037499999999995,-5.0,1.6495,-5.1546,guard_stop,guard_stop,2,140,80,lc_d58c66d24787
ETOR,2026-03-09T15:18:04.473464+00:00,2026-03-11T08:00:30.873722+00:00,31.825,31.95,0.3928,0.4556,-3.6616,signal,vdd_signal,2,584,228,lc_d58c66d24787
MSTR,2026-03-09T15:21:01.870920+00:00,2026-03-09T16:08:17.292382+00:00,138.213623,138.213623,0.0,0.7498,-0.8564,reconcile_no_alpaca_position,reconcile,1,46,4,lc_502c2e63f56b
